Fecha,Destino,All_aboard,Cantidad de Fallecidos,Operador,Ac_type,passenger_fatalities,crew_fatalities
1948-10-23,"Mt. Ruapehu, New Zealand",13,13,New Zealand National Airways,Lockheed 10A Electra,10,3
1948-10-25,"Georgian SSR, USSR",18,18,Aerflot,Lisunov Li-2,14,4
1948-10-27,"Near Edmonton, Alberta, Canada",5,2,Northwest Orient Airlines,Douglas C-54A,0,2
1948-11-03,"Near Glossop, England",13,13,Military - U.S. Air Force,Boeing B-29A Superfortress,0,13
1948-11-04,"Cape Spencer, Alaska",17,17,Pacific Alaska Air Freight,Douglas DC-3,15,2
1948-11-08,"Mt. Macedon, Australia",23,3,Australian National Airways,Douglas DC-3,0,3
1948-11-11,"Liverpool, England",8,7,Mannin Airways,de Havilland DH-89A Dragon Rapide,5,2
1948-11-22,"Near Ryzhovo, Russia",26,23,Aeroflot,Lisunov Li-2,18,5
1948-11-26,"Vehari, Pakistan",21,21,Pakistan Airways,Douglas DC-3,16,5
1948-12-05,"Kiangwan, China",40,9,Central Air Transport,Curtiss C-46,7,2
1948-12-06,"Milan, Italy",7,7,"Avio Linee ItalianeAvio Linee Italiane",Douglas C-47,6,1
1948-12-12,"Taipei, Taiwan",10,2,China National Aviation Corporation,Douglas DC-3,0,2
1948-12-15,"Near Bogata, Colombia",30,30,LANSA,Douglas C-47,27,3
1948-12-21,"Near Pilos, Greece",24,24,Ceskoslovenske Aerolinie,Douglas DC-3,19,5
1948-12-21,"Basalt Island, Hong Kong",33,33,China National Aviation Corporation,Douglas C-54B-5-DO,29,4
1948-12-23,"Near Madrid, Spain",27,27,Iberia Airlines,Douglas DC-3 (C-47-DL),24,3
1948-12-28,"Off San Juan, Puerto Rico",32,32,Airborne Transport,Douglas DC-3DST,29,3
1948-12-31,"Mt. Argentari, Italy",13,13,Pan African Air Charter,Douglas DC-3,8,5
1949-01-02,"Seattle, Washington",30,14,Seattle Air Charter,Douglas DC-3 (C-47A-DL),11,3
1949-01-05,"Caravelas Bay, Brazil",17,3,British South American Airways,Avro 685 York 1,3,0
1949-01-06,"Brandywine, Maryland",2,2,Coastal Cargo,Douglas C-47A,0,2
1949-01-11,"Near Pelotas, Brazil",12,12,Viacao Aerea Gaucha S.A.,Lockheed 18 Lodestar,8,4
1949-01-16,"Near Srinagar, India",13,13,Dalmia Jain Airways,Douglas DC-3,4,9
1949-01-17,"Atlantic Ocean, off Bermuda",20,20,British South American Airways,Avro 688 Tudor 4B,13,7
1949-01-17,"Near Succoth Glen, Lochgoilhead, Scotland",20,20,Military - U.S. Air Force,Boeing B-29A Superfortress,16,4
1949-01-20,"Homer, Alaska",6,5,Alaska Airlines,Douglas DC-3C,3,2
1949-01-30,"Port Washington, New York",35,2,Pan American World Airways,Lockheed L-749 / Cessna 140,1,1
1949-02-04,"Castel Benito, Libya",53,1,Skyways of London,Douglas C-54A-1-DO Skymaster,0,1
1949-02-05,"Buenaventura Bay, Colombia",14,3,AVIANCA,Consolidated PBY-5A Catalina,1,2
1949-02-08,"Off Copenhagen, Denmark",27,27,Scandinavian Airlines (SAS),Vickers 628 Viking 1B,23,4
1949-02-10,"Near Huanuco, Peru",16,16,Faucett,Douglas DC-3,13,3
1949-02-19,"Near Coventry, Warks, England",14,14,British European Airways / Military - British,Douglas DC-3 / Avro Anson,6,8
1949-02-24,"Near Cuzco, Peru",26,22,TAM (Peru),Douglas C-47,20,2
1949-02-24,"Braemar Resevoir, Hong Kong",23,23,Cathay Pacific Airways,Douglas DC-3,19,4
1949-03-10,"Coolangatta, Australia",22,22,Queensland Airlines,Lockheed 18 Lodestar,19,3
1949-03-15,"Berlin, Germany",3,3,Skyways,Avro 685 York I,0,3
1949-03-18,"Near Waikanae, New Zealand",15,15,New Zealand National Airways,Lockheed 18 Lodestar,13,2
1949-04-29,"Near Mironovo, Russia",24,14,Aeroflot,Lisunov Li-2,11,3
1949-05-04,"Superga, Italy",31,31,Avio Linee Italiane,FIAT G-212CP,27,4
1949-05-04,"Near Portland, Dorset, England",7,7,Bristop Aeroplane Company,Bristol 170 Freighter 31 Mark II,0,7
1949-05-07,"Sibuyan Sea, off the Philippine island of Elalat",13,13,Philippine Air Lines,Douglas DC-3,10,3
1949-05-13,"Near  Novosibirsk, Russia",25,25,Aeroflot,Ilyushin IL-12,20,5
1949-06-06,"Malahasa Attica, Greece",22,22,Tech - Aeronautical Explotiation,Douglas DC-3,18,4
1949-06-07,"Near Florianpolis, Brazil",27,27,Military - Brazilian Air Force,Douglas C-47B,21,6
1949-06-07,"San Juan, Puerto Rico",81,53,Strato Freight,Curtiss C-46D-5-CU,52,1
1949-06-23,"Off Bari, Italy",33,33,KLM Royal Dutch Airlines,Lockheed 749-79-33 Constellation,23,10
1949-07-02,"Near Guildford, Australia",18,18,Mac Roberston-Miller Airlines,Douglas C-47A-20-DL,14,4
1949-07-12,"Chatsworth, California",48,35,Standard Airlines,Curtiss C-46E-1-CS,32,3
1949-07-12,"Near Bombay, India",45,45,KLM Royal Dutch Airlines,Lockheed L-749-79-33 Constellation,34,11
1949-07-13,"Jamnagar, Gujarat state, India",0,0,Indian Air Force,Hawker Hunter,1,1
1949-07-19,"Seattle, Washington",32,2,Air Transport Associates,Curtiss C-46F-1-CU,2,0
1949-07-21,"Marga, Russia",14,13,Aeroflot,Ilyushin IL-12,8,5
1949-07-30,"Chesterfield, New Jersey",16,16,Eastern Air Lines / Military - USN,Douglas DC-3 -201D/ F-6-F- 5 Hellcat,12,4
1949-08-02,"Jaquirana, Brazil",36,5,Varig,Curtiss C-46D-10-CU,4,1
1949-08-06,"Salasaca, Ecuador",34,34,Shell Co of Ecuador,Bristol 170 Freighter 21,31,3
1949-08-13,"Near Bogota, Colombia",32,32,SAETA,Douglas C-47,29,3
1949-08-15,"Off Lurga Point, Ireland",58,8,Transocean Air Lines,Douglas DC-3 (C-54A-DO),7,1
1949-08-19,"Near Oldham, England",32,24,British European Airways,Douglas DC-3,21,3
1949-08-21,"Near Bigstone Lake, Manitoba",21,21,Military - Royal Canadian Air Force,Consolidated Canso (amphibian),14,7
1949-08-27,"Leopoldville, Zaire",20,5,Sabena,Douglas C-47B-5-DK,3,2
1949-09-09,"Sault-aux-Cochons, PQ, Canada",23,23,Canadian Pacific Air Lines,Douglas DC-3,19,4
1949-09-26,"Mt. Popocatepetl, Mexico",24,24,Mexicana,Douglas DC-3,21,3
1949-09-27,"Near Castilla, Argentina",27,5,Flota Aérea Mercante Argentina,Douglas C-54A-1-DO,2,3
1949-10-09,"Cheyenne, Wyoming",4,4,Slick Airways,Curtiss C-46E-1-CS,2,2
1949-10-28,"San Miguel Island, Azores",48,48,Air France,Lockheed 749-79-33 Constellation,37,11
1949-11-01,"Arlington, Virginia",55,55,Eastern Air Lines / Military - Bolivian Air Force,Douglas C-54B / P-38,51,4
1949-11-04,"Akron, Ohio",3,3,Harrington's Inc,Douglas DC-3,0,3
1949-11-16,"Calcutta, India",2,1,Royal Indian Air Force,Tempest,0,1
1949-11-20,"Near Oslo, Norway",35,34,Aero Holland,Douglas C-47A,30,4
1949-11-26,"Near Bucaramanga, Colombia",12,12,LANSA,Douglas DC-3,9,3
1949-11-29,"Dallas, Texas",46,28,American Airlines,Douglas DC-6,26,2
1949-11-29,"Chaleyssin, France",38,5,Air France,Douglas DC-4,1,4
1949-12-01,"Taquaracucu, Brazil",22,20,REAL,Douglas DC-3 (C-47-DL),16,4
1949-12-07,"Vallejo, California",9,9,Arrow Airlines,Douglas DC-3,6,3
1949-12-09,"Near Lanchow, China",38,38,Civil Air Transport,Curtiss C-46D-CU,36,2
1949-12-12,"Washington, D.C.",23,6,Capital Airlines,Douglas DC-3-313A,4,2
1949-12-12,"Jungshahi, Pakistan",26,26,Pakair,Douglas DC-3,22,4
1949-12-16,"Orizaba, Mexico",17,17,Mexicana,Douglas DC-3,13,4
1949-12-18,"Aulnay-sous-Bois, France",8,8,Sabena,Douglas C-47A-60-DL,4,4
1949-12-30,"Comilla, Pakistan",7,7,Bharat Airways,Douglas C-54A-DO,6,1
1950-01-18,"Albacete, Spain",16,16,Ejercito del Aire,Casa 352,13,3
1950-01-20,"Near Vacas, Bolivia",32,32,Military - Bolivian Air Force,Douglas C-47,28,4
1950-01-24,"Near Tamatave, Madagascar",14,14,Societe Transatlantique Aerienne,Douglas C-47A-50-DL,11,3
1950-01-24,"Iloilo,Philippines",4,4,Philippine Air Lines,Douglas DC-3,1,3
1950-01-26,"Near Snag, Yukon Territory",44,44,Military - U.S. Air Force,Douglas C-54D-DC (DC-4),36,8
1950-02-02,North Sea,7,7,KLM Royal Dutch Airlines,Douglas DC-3,0,7
1950-02-27,"Near Prague, Czechoslovakia",30,5,Ceskoslovenske Aerolinie,Douglas C-47A-15-DK,2,3
1950-03-07,"Minneapolis, Minnesota",13,13,Northwest Orient Airlines,Martin 202,10,3
1950-03-10,"Saigon, Vietnam",4,4,Societe Indochinoise de Transport Aeriens,Bristol 170 Freighter 21,1,3
1950-03-12,"Llandow Airport, Cardiff, Wales",83,80,Fairflight Ltd.,Avro 689 Tudor 5,75,5
1950-03-25,"Ankara, Turkey",15,15,Devlet Hava Yollairi,Douglas DC-3,11,4
1950-03-28,"Off Cap-Ferret, France",12,12,SEMAF,Latecoere 631 (sea plane),0,12
1950-04-05,"Hatiara, India",3,3,Deccan Airways,Douglas C-47A,0,3
1950-04-13,"Near Hastings, England",32,0,British European Airways,Vickers 610 Viking 1B,0,0
1950-04-15,"Santa Ana, Colombia",4,2,Lineas Aéreas Nacionales,Douglas C-47 (DC-3),0,2
1950-04-21,"Near Atsugi, Japan",35,35,Military - U.S. Air Force,Douglas C-54D,27,8
1950-05-02,"Chimborazo, Ecuador",15,15,AVIANCA,Douglas C-47DL,12,3
1950-05-18,"Lagens Air Force Base, Azores",16,16,Military - U.S. Air Force,Boeing B-29,5,11
1950-05-23,"Myrtle Beach, South Carolina",39,39,Military - U.S. Air Force,Curtiss C-46D,35,4
1950-05-24,"Near Pasto, Colombia",27,26,LANSA,Douglas C-47,23,3
1950-05-27,"Teterboro, New Jersey",2,1,Regina Cargo Airlines,Curtiss C-46F-1-CU,0,1
1950-05-30,"Near Ilheus, Brazil",15,13,Aerovias Brasil,Douglas DC-3,9,4
1950-06-05,Atlantic Ocean off Florida,65,28,Westair Transport,Curtiss C-46-F-1-CU,28,0
1950-06-09,"Near Fonseca, Colombia",15,15,New Tribes Mission,Douglas DC-3-178,12,3
1950-06-13,Off Bahrain,52,46,Air France,Douglas DC-4-1009,40,6
1950-06-14,Bahrain,53,40,Air France,Douglas DC-4,37,3
1950-06-15,"Bahrain, Bahrain",53,40,Air France,Douglas DC-4,37,3
1950-06-23,"Lake Michigan, 18 NNW of Benton Harbor, Michigan",58,58,Northwest Orient Airlines,Douglas DC-4,55,3
1950-06-26,"York, Australia",29,29,Ansett ANA,Douglas DC-4-1009,24,5
1950-07-07,"Busan, South Korea",23,23,Military - U.S. Air Force,Douglas C-54G,18,5
1950-07-09,"Casablanca, Morocco",29,22,Aigle Azur,Douglas DC-3,18,4
1950-07-17,"Near Pathankot, India",22,22,Indian National Airlines,Douglas DC-3,18,4
1950-07-18,"Near Bocoio, Angola",9,9,DTA Angola Airlines,Douglas DC-3,6,3
1950-07-23,"Myrtle Beach, North Carolina",39,39,Military - U.S. Air Force,Curtiss C-46 Commando,35,4
1950-07-27,"Off O-shima Island, Japan",26,25,Military - U.S. Air Force,Douglas C-47D,22,3
1950-07-28,"Porte Alegre, Brazil",50,50,Panair do Brasil,Lockheed 049 Constellation,43,7
1950-07-29,"Tunbukta, Algeria",26,26,Cie Air Transport,Bristol 170 Freighter 21,22,4
1950-07-30,"Algrete, Brazil",12,12,"SAVG (S.A. Viacao Gaucha, )SAVG",Lockheed 18 LodeStar,10,2
1950-07-30,"Karaganda, Russia",25,25,Aeroflot,Ilyushin IL-12,19,6
1950-08-05,"Near Fairfield, California",20,12,Military - U.S. Air Force,Boeing B-29MR,0,12
1950-08-22,"Near Eagle, Colorado",59,1,American Airlines,Douglas DC-6,1,0
1950-08-25,"Kampong Jenera, Malaysia",12,12,Military - Royal Air Force,Douglas C-47B,7,5
1950-08-31,"Near Wadi Natrun, Egypt",55,55,Trans World Airlines,Lockheed 749A Constellation,48,7
1950-09-04,"Utica, New York",23,16,Robinson Airlines,Douglas DC-3,13,3
1950-09-14,"Tehran, Iran",8,8,Iran Air,Douglas DC-3,5,3
1950-09-20,"Kwajalein, Marshall Islands",26,26,Military - U.S. Navy,Douglas R5D-3,19,7
1950-09-21,"Near Zagreb, Yugoslavia",11,10,JAT Yugoslav Airlines,Douglas DC-3,6,4
1950-09-23,"Karlstad, Sweden",10,10,Svenska Aero,Avro Ninteen I,9,1
1950-09-26,"Near Kyushu Island, Japan",51,23,Military - U.S. Air Force,Douglas C-54D-DC (DC-4),18,5
1950-10-13,"Casablanca, Morocco",7,4,Air Atlas,Douglas DC-3,1,3
1950-10-13,"Almelund, Minnisota",6,6,Northwest Orient Airlines,Martin 202,3,3
1950-10-17,"London, England",29,28,British European Airways,Douglas C-47A,24,4
1950-10-31,"London Heathrow, England",30,28,British European Airways,Vickers 610 Viking-1B,24,4
1950-11-03,"Mont Blanc, France",48,48,Air India,Lockheed 749 Constellation,40,8
1950-11-07,"Near Butte, Montana",21,21,Northwest Orient Airlines,Martin 202,17,4
1950-11-13,"Mt.  Tete de L'Obiou, France",58,58,Curtiss-Reid Flying Services Ltd. (Canada),Douglas C-54B-1-DC,51,7
1950-11-17,"Surabaya, Indonesia",23,2,Garuda Indonesia Airlines,Douglas DC-3,0,2
1950-11-21,"Near Moran Junction, Wyoming",21,21,New Tribes Mission,Douglas DC-3,18,3
1950-11-23,"Cuzco, Peru",9,9,Faucett,Douglas DC-3,5,4
1950-11-25,"Khitka, Bhutan",3,3,Indamer,Douglas C-47A,0,3
1950-12-01,"Near Chamaran, Iran",8,8,Iran Air,Douglas DC-3,7,1
1950-12-08,"Bangui, French Equatorial Africa",56,46,T.A. Intercontinentaux,Douglas C-54A,43,3
1950-12-09,"Ruig Piner, France",7,5,Air Atlas,Douglas DC-3,2,3
1950-12-13,"Katagiri, India",21,21,Air India,Douglas DC-3,17,4
1950-12-13,"Londrina, Brazil",31,0,VASP,Douglas DC-3,0,0
1950-12-14,"Ribeirao, Brazil",20,1,VASP,Douglas DC-3,1,0
1950-12-15,"Valera, Venezuela",31,31,Avensa,Douglas C-47-DL,28,3
1950-12-19,"Near Baguio, Philippines",38,38,Military - U.S. Air Force,Douglas C54E-DO (DC-4),31,7
1950-12-22,"Penticton, British Columbia, Canada",18,2,Canadian Pacific Air Lines,Douglas DC-3,0,2
1950-12-30,"Santiago del Estado, Argentina",18,17,Aerolineas Argentinas,Douglas DC-3,12,5
1951-01-12,"Ixopo, South Africa",12,12,United Airways,de Havilland Dove 1,10,2
1951-01-13,"Mt. Bukit, Besar,Thailand",10,10,Air Carriers,Douglas DC-3,7,3
1951-01-14,"Philadelphia, Pennsylvania",28,7,National Airlines,Douglas DC-4-1009,6,1
1951-01-16,"Near Reardan, Washington",10,10,Northwest Orient Airlines,Martin 202,7,3
1951-01-17,"Near Civitavecchia, Italy",17,14,Alitalia,Savoia Marchetti SM-95,10,4
1951-01-28,"Near An tung, Taiwan",14,14,Military -Royal Air Force,Short Sunderland 9 (flying boat),7,7
1951-01-31,"Off Hafnarfjorour, Iceland",20,20,Icelandair,Douglas DC-3,17,3
1951-02-03,"Near Mt. Cameroon, Buea, British Cameroons",29,29,Air France,Douglas DC-4,23,6
1951-02-14,"Yali, Colombia",2,2,Lineas Aéreas Nacionales,Curtiss C-46A,0,2
1951-03-02,"Sioux City, Iowa",25,16,Mid Continent Airlines,Douglas DC-3,13,3
1951-03-11,"Mt. Butler, Hong Kong",24,24,Pacific Overseas Airways,Douglas DC-4,20,4
1951-03-21,"Corozal, Colombia",29,29,LANSA,Douglas C-47,26,3
1951-03-22,"Off Florianopolis, Brazil",14,3,Cruzeiro,Douglas DC-3,3,0
1951-03-23,Over the North Atlantic,53,53,Military - U.S. Air Force,Douglas C-124A Globemaster,48,5
1951-03-25,"Irkutsk, Russia",13,12,Aeroflot,Lisunov LI-2,8,4
1951-03-26,"Rio Grande, Argentina",24,11,Aerolineas Argentinas,Douglas DC-3,8,3
1951-03-27,"Manchester, England",3,2,Air Transport Charter,Douglas C-47A-75-DL Dakota 3,0,2
1951-04-02,"Bogota, Colombia",26,26,AVIANCA,Douglas DC-3,24,2
1951-04-06,"Refugio Pass, near Santa Barbara, California",22,22,Southwest Airways,Douglas DC-3,19,3
1951-04-08,"Near Charleston, West Virginia",21,21,Military - U.S. Air Force,Douglas C-47B-DK,18,3
1951-04-09,"Cape d'Arguilar, Hong Kong",16,16,Siamese Airways,Douglas DC-3,11,5
1951-04-25,"Key West, Florida",43,43,Cubana de Aviacion / Military -  US Navy,Douglas DC-4 /Beechcraft SMB-1,34,9
1951-04-28,"Fort Wayne, Indiana",11,11,United Air Lines,Douglas DC-3,8,3
1951-05-06,"Near Albuquerque, New Mexico",25,23,Military - U.S. Air Force,Convair B-36D,0,23
1951-05-08,"Bordeaux, France",32,2,Hunting Air Travel,Vickers 639 Viking 1,0,2
1951-05-18,"Rancharia,  Brazil",7,7,VASP,Douglas DC-3,4,3
1951-06-03,"New Boston, Texas",10,10,Military - U.S. Air Force,Fairchild C-82,0,10
1951-06-06,"Rio de Janeiro, Brazil",19,2,Lineas Aéreas Trans. Brasileira,Douglas DC-3D,1,1
1951-06-13,"Medellin, Colombia",3,3,Sociedad Aeronautica Medellin,Douglas C-47A,0,3
1951-06-22,"Near Sanoyea, Liberia",40,40,Pan American World Airways,Lockheed 049 Constellation,31,9
1951-06-29,"Near Rijeka, Yugoslavia",14,14,JAT Yugoslav Airlines,Junkers 52/3m,11,3
1951-06-30,"Rocky Mountain Nat. Park, near Ft. Collins, Colorado",50,50,United Air Lines,Douglas DC-6B,45,5
1951-07-12,"Lyneham AFB, England",10,10,Military - Royal Air Force,Vickers Valetta C-1,0,10
1951-07-12,"Near Tezpur, India",3,3,Indamer,Douglas C-47B,0,3
1951-07-12,"Aracaju, Brazil",33,33,Loide Aereo Nacional,Douglas DC-3,28,5
1951-07-16,"Off Lae, New Guinea",7,7,Qantas,de Havilland DHA-3 Drover II,5,2
1951-07-20,"Thudamot, China",3,3,Air Outre-Mer,Douglas C-47A,0,3
1951-07-21,"Near Sitka, Alaska",37,37,Canadian Pacific Air Lines,Douglas C-54A,31,6
1951-07-24,"Gao, Mali",3,3,Sabena,Douglas DC-3,0,3
1951-07-29,"Cochabamba, Bolivia",7,7,Loide Aéreo Nacional,Curtiss C-46A,4,3
1951-08-11,"Moisville, France",5,5,Air France,Douglas DC-3D,0,5
1951-08-24,"Decoto, California",50,50,United Air Lines,Douglas DC-6B,44,6
1951-09-08,"Sao Paulo, Brazil",13,13,VASP,Douglas DC-3,9,4
1951-09-12,"Off Ialas Baeares, Spain",39,39,Societe Alpes Provence,Douglas DC-3,36,3
1951-09-12,"Off Redwood City, California",3,3,United Air Lines,Boeing 377 Stratocruiser 10-34,0,3
1951-09-15,"Bangalore, India",28,22,Air India,Douglas C-47A-30-DK Dakota III,21,1
1951-09-27,Near Tachikawa Air Base,14,14,Military - US Air Force,Fairchild C-119C-15-FA Flying Boxcar,0,14
1951-09-29,"La Paz, Bolivia",27,27,Frigorifico Cooperativo Los Andes,Curtiss C-46D-15-CU,24,3
1951-10-08,"Cerro Blanco, Mexico",8,8,Aero Transportes,Douglas DC-3,5,3
1951-10-15,"East Griqualand, South Africa",17,17,South African Airways,Douglas DC-3,13,4
1951-10-15,North Atlantic,12,12,Military - U.S. Air Force,Boeing C-97A Stratofreighter,9,3
1951-10-17,"Mt. Benson, BC, Canada",23,23,Queen Charlotte Airlines,Consolidated PBY-5A Catalina,20,3
1951-10-22,"Skopje, Yugoslavia",12,12,JAT Yugoslav Airlines,Douglas DC-3,9,3
1951-10-27,"Near Flores, Guatemala",29,27,Military - Guatemalan Air Force,Douglas C-47,23,4
1951-11-05,"Near Tucumcari, New Mexico",29,1,Transocean Air Lines,Martin 202,1,0
1951-11-13,"Puy-de-Dôme, France",36,36,Military - U. S. Air Force,Fairchild C-82 Packet,32,4
1951-11-15,"Near Lodz, Poland",18,18,LOT Polish Airlines,Lisunov Li-2P,14,4
1951-11-17,"Near  Novosibirsk, Russia",23,23,Aeroflot,Ilyushin IL-12,19,4
1951-11-19,"Cairo, Egypt",5,5,Devlet Hava Yollari,Douglas DC-3,4,1
1951-11-21,"Calcutta, India",17,16,Deccan Airways,Douglas DC-3,12,4
1951-11-24,"Zurich, Switzerland",7,6,El Al,Douglas DC-4,0,6
1951-11-27,"San Luis Acatlan, Mexico",21,13,Lineas Aereas Unidas,DC-2-243,11,2
1951-12-04,"Denver, Colorado",3,3,United Air Lines,Douglas DC-3A,0,3
1951-12-13,"Yaramunda, Papua, New Guinea",3,3,Qantas,de Havilland DH-84 Dragon,2,1
1951-12-16,"Elizabeth, New Jersey",56,56,Miami Airlines,Curtiss Wright C-46F,52,4
1951-12-23,"Tehran, Iran",22,22,Misrair,SNCASE Languedoc,18,4
1951-12-27,"Near Namtso, Russia",20,20,Aeroflot,Lisunov LI-2,14,6
1951-12-29,"Near Little Valley, New York",40,26,Continental Charters,Curtiss C-46A-50-CU,23,3
1951-12-30,"Near Fairbanks, Alaska",4,4,Transocean Air Lines,Curtiss C 46F-CU,2,2
1951-12-30,"Near Phoenix, Arizona",28,28,Military - U.S. Air Force,Douglas C-47D,24,4
1951-12-31,"Calcutta, India",3,3,Kalinga Airlines,Douglas C-47A,0,3
1952-01-10,"Com Edno, Ireland",23,23,Aer Lingus,Douglas DC-3,20,3
1952-01-19,"Off Sandspit, BC, Canada",43,36,Northwest Orient Airlines,Douglas DC-4,33,3
1952-01-22,"Elizabeth, New Jersey",23,23,American Airlines,Convair CV-240-0,20,3
1952-02-04,"Kikwit, Belgian Congo",15,15,Sabena,Douglas DC-3,11,4
1952-02-11,"Elizabeth, New Jersey",63,29,National Airlines,Douglas DC-6,26,3
1952-02-16,"Near Burgio, Italy",31,31,Hunting Air Travel,Vickers 614 Viking 1,26,5
1952-02-19,"Nagpur, India",16,3,Deccan Airways,Douglas DC-3,1,2
1952-02-19,"Near Yaounde, Cameroon",9,9,STAAP,Consolidated  32 Liberator II,5,4
1952-02-28,"Uberlandia,  Brazil",8,8,Panair do Brasil,Douglas DC-3A,6,2
1952-03-03,"Nice, France",38,38,Air France,SNCASE Languedoc,34,4
1952-03-10,"Cebu, Philippines",3,3,Philippine Air Lines,Douglas C-47A-35-DL,0,3
1952-03-12,"Near Sequin, Texas",15,15,Military - U.S. Air Force / U.S. Air Force,Boeing B-29 / Boeing B-29,0,15
1952-03-22,"Near Gaspe, Quebec, Canada",4,4,Maritime Central Airways,Douglas C-47-DL,3,1
1952-03-22,"Frankfurt, Germany",47,45,KLM Royal Dutch Airlines,Douglas DC-6,36,9
1952-03-24,"Near Gao, French West Africa",21,17,Société Aérienne de Tr. Tropicaux,Lockheed 18 Lodestar,14,3
1952-03-29,"Near San Felipe, Venezuela",12,12,TACA,Douglas DC-3,9,3
1952-03-30,"Baguio, Philippines",29,10,Philippine Air Lines,Douglas DC-3,8,2
1952-04-05,"New York, New York",2,2,US Airlines,Curtiss C-46F-1-CU,0,2
1952-04-09,"Mihara Volcano, Japan",37,37,Japan Air Lines,Martin 202,33,4
1952-04-10,"Agartala, India",4,4,Kalinga Airlines,Douglas C-47A,0,4
1952-04-11,"North of San Juan, Puerto Rico",69,52,Pan American World Airways,Douglas DC-4,52,0
1952-04-18,"Near Whittier, California",29,29,North Continental Airlines (Robin Airlines),Curtiss C-46F-1CU,26,3
1952-04-29,"Near Carolina, Brazil",50,50,Pan American World Airways,Boeing 377-10-26 Stratocruiser,41,9
1952-04-30,"Delhi,  India",9,9,Deccan Airways,Douglas DC-3,5,4
1952-05-05,"Near Skien, Norway",29,11,Fred Olsen Flyveselskap,Douglas C-47A,8,3
1952-05-13,"Sao Paulo, Brazil",22,5,VASP,Douglas DC-3,3,2
1952-05-24,"Near Manaus, Brazil",6,6,Loide Aéreo Nacional,Curtiss C-46A,0,6
1952-05-26,"Near Atar, Mauritania",18,1,British Overseas Airways,Handley Page HP-81 Hermes IV,0,1
1952-06-13,Baltic Sea,8,8,Swedish Air Force,Douglas DC-3,5,3
1952-06-14,"Near Brighton, East Sussex, England",8,6,Morton Air Services,Airspeed AS-65 Consul,5,1
